File	Lab	Experiment_type	Factor	Cell	Tissue	Datatype	Short_name	Individual	GEO_accession
A549-all.twopass.merge150.wgt10.zgt2.wig	Combined	DNase-seq	NA	A549	Epithelium	Hotspots	A549	NA	GSM816649,GSM736580,GSM736506
Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Adult_CD4+	Blood	Hotspots	Adult_CD4+	NA	Lookup
AG04449-DS12319.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	AG04449	Skin	Hotspots	AG04449	NA	GSM736562,GSM736590
AG04450-DS12270.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	AG04450	Lung	Hotspots	AG04450	NA	GSM736514,GSM736563
AG09309-DS12352.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	AG09309	Skin	Hotspots	AG09309	NA	GSM736551,GSM736616
AG09319-DS12291.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	AG09319	Gingival	Hotspots	AG09319	NA	GSM736531,GSM736619
AG10803-DS12384.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	AG10803	Skin	Hotspots	AG10803	NA	GSM736598,GSM736633
AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	AoAF	Blood vessel	Hotspots	AoAF	NA	GSM736583,GSM736505
BE_2_C-DS14625.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	BE2_C	Brain	Hotspots	BE2_C	NA	Lookup
BJ-DS10081.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	BJ	Skin	Hotspots	BJ	NA	GSM736518,GSM736596
CACO2-DS8235.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Caco-2	Colon	Hotspots	Caco-2	NA	GSM736500,GSM736587
CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD14+	Blood	Hotspots	CD14+	NA	Lookup
CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD20+	Blood	Hotspots	CD20+	NA	Lookup
CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD34+	Blood	Hotspots	CD34+	NA	Lookup
CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CMK	Blood	Hotspots	CMK	NA	GSM736607
E_myoblast_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	E_myoblast	Muscle	Hotspots	E_myoblast	NA	Lookup
GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	GM06990	Blood	Hotspots	GM06990	NA	GSM736558,GSM736635
GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	GM12864	Blood	Hotspots	GM12864	NA	GSM736525
GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	GM12865	Blood	Hotspots	GM12865	NA	GSM736512,GSM736561
GM12878-all.twopass.merge150.wgt10.zgt2.wig	Combined	DNase-seq	NA	GM12878	Blood	Hotspots	GM12878	NA	GSM816665,GSM736496,GSM736620
HAc-DS14765.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HAc	Cerebellar	Hotspots	HAc	NA	GSM736586,GSM736538
HAEpiC-DS12663.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HAEpiC	Epithelium	Hotspots	HAEpiC	NA	GSM736631,GSM736606
HAh-DS15192.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HA-h	Brain hippocampus	Hotspots	HA-h	NA	GSM736594,GSM736535
HAsp-DS14790.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HA-sp	Spinal cord	Hotspots	HA-sp	NA	GSM736537,GSM736625
HBMEC-DS13817.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HBMEC	Blood vessel	Hotspots	HBMEC	NA	GSM736509,GSM736554
HCFaa-DS13480.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HCFaa	Heart	Hotspots	HCFaa	NA	GSM736494,GSM736601
HCF-DS12501.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HCF	Heart	Hotspots	HCF	NA	GSM736568,GSM736540
HCM-DS12599.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HCM	Heart	Hotspots	HCM	NA	GSM736516,GSM736504
HConF-DS11642.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HConF	Eye	Hotspots	HConF	NA	GSM736547,GSM736515
HCPEpiC-DS12447.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HCPEpiC	Epithelium	Hotspots	HCPEpiC	NA	GSM736569,GSM736597
HCT116-DS13551.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HCT-116	Colon	Hotspots	HCT-116	NA	GSM736600,GSM736493
HEEpiC-DS12763.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HEEpiC	Epithelium	Hotspots	HEEpiC	NA	GSM736585,GSM736532
Hela-all.twopass.merge150.wgt10.zgt2.wig	Combined	DNase-seq	NA	HeLa-S3	Cervix	Hotspots	HeLa-S3	NA	GSM816633,GSM816643,GSM736564,GSM736510
HepG2-all.twopass.merge150.wgt10.zgt2.wig	Combined	DNase-seq	NA	HepG2	Liver	Hotspots	HepG2	NA	GSM816662,GSM736637,GSM736639
HESC-all.twopass.merge150.wgt10.zgt2.wig	Combined	DNase-seq	NA	HESC	ES Cell	Hotspots	HESC	NA	Lookup
hESCT0-DS11909.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	hESCT0	ES Cell	Hotspots	hESCT0	NA	Lookup
HFF-DS15115.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HFF	Foreskin	Hotspots	HFF	NA	GSM736602,GSM736572
HFF_MyC-DS15079.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HFF-Myc	Foreskin	Hotspots	HFF-Myc	NA	GSM736524,GSM736605
HGF-DS11752.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HGF	Gingival	Hotspots	HGF	NA	GSM736579,GSM736576
HIPEpiC-DS12684.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HIPEpiC	Epithelium	Hotspots	HIPEpiC	NA	GSM736589,GSM736615
HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HL-60	Blood	Hotspots	HL-60	NA	GSM736626,GSM736595
HMEC-all.twopass.merge150.wgt10.zgt2.wig	Combined	DNase-seq	NA	HMEC	Breast	Hotspots	HMEC	NA	GSM816669,GSM736634,GSM736552
HMF-DS13363.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HMF	Breast	Hotspots	HMF	NA	GSM736628,GSM736541
HMVEC_dAd-DS12957.hg19.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HMVEC-dAd	Blood vessel	Hotspots	HMVEC-dAd	NA	GSM1024745,GSM1024747
HMVEC_dBlAd-DS13337.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HMVEC-dBl-Ad	Blood vessel	Hotspots	HMVEC-dBl-Ad	NA	GSM736609,GSM736523
HMVEC_dBlNeo-DS13242.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HMVEC-dBl-Neo	Blood vessel	Hotspots	HMVEC-dBl-Neo	NA	GSM736571,GSM736521
HMVEC_dLyAd-DS13261.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HMVEC-dLy-Ad	Blood vessel	Hotspots	HMVEC-dLy-Ad	NA	GSM736599,GSM736591
HMVEC_dLyNeo-DS13150.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HMVEC-dLy-Neo	Blood vessel	Hotspots	HMVEC-dLy-Neo	NA	GSM736577,GSM736573
HMVEC_dNeo-DS12937.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HMVEC-dNeo	Blood vessel	Hotspots	HMVEC-dNeo	NA	GSM736611,GSM736624
HMVEC_LBl-DS13372.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HMVEC-LBl	Blood vessel	Hotspots	HMVEC-LBl	NA	GSM736542,GSM736511
HMVEC_LLy-DS13185.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HMVEC-LLy	Blood vessel	Hotspots	HMVEC-LLy	NA	GSM736507,GSM736627
HNPCEpiC-DS12467.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HNPCEpiC	Epithelium	Hotspots	HNPCEpiC	NA	GSM736621,GSM736550
HPAEC-DS12916.hg19.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HPAEC	Blood vessel	Hotspots	HPAEC	NA	GSM1024763
HPAF-DS13411.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HPAF	Blood vessel	Hotspots	HPAF	NA	GSM736555,GSM736614
HPdLF-DS13573.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HPdLF	Epithelium	Hotspots	HPdLF	NA	GSM736632,GSM736528
HPF-DS13390.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HPF	Lung	Hotspots	HPF	NA	GSM736574,GSM736503
HRCE-DS10666.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HRCEpiC	Epithelium	Hotspots	HRCEpiC	NA	GSM736549,GSM736557
HRE-DS10641.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HRE	Epithelium	Hotspots	HRE	NA	GSM736527,GSM736548
HRGEC-DS13716.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HRGEC	Kidney	Hotspots	HRGEC	NA	GSM736499,GSM736618
HRPEpiC-DS12583.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HRPEpiC	Epithelium	Hotspots	HRPEpiC	NA	GSM736630,GSM736623
HSMM-all.twopass.merge150.wgt10.zgt2.wig	Combined	DNase-seq	NA	HSMM	Muscle	Hotspots	HSMM	NA	GSM816650,GSM736560,GSM736553
HSMM_D-all.twopass.merge150.wgt10.zgt2.wig	Combined	DNase-seq	NA	HSMM	Muscle	Hotspots	HSMM	NA	GSM816650,GSM736560,GSM736553
hTH1-all.twopass.merge150.wgt10.zgt2.wig	Combined	DNase-seq	NA	Th1	Blood	Hotspots	Th1	NA	GSM736592,GSM1024760
hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Th2	Blood	Hotspots	Th2	NA	GSM736502,GSM1024792
HUVEC-all.twopass.merge150.wgt10.zgt2.wig	Combined	DNase-seq	NA	HUVEC	Blood vessel	Hotspots	HUVEC	NA	GSM816646,GSM736575,GSM736533
HVMF-DS13981.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	HVMF	Connective	Hotspots	HVMF	NA	GSM736534,GSM736491
Ishikawa_E_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Ishikawa	Uterus	Hotspots	Ishikawa	NA	GSM1008594,GSM1008593
Ishikawa_T_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Ishikawa	Uterus	Hotspots	Ishikawa	NA	GSM1008594,GSM1008593
Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Jurkat	Blood	Hotspots	Jurkat	NA	GSM736501,GSM736492
K562-all.twopass.merge150.wgt10.zgt2.wig	Combined	DNase-seq	NA	K562	Blood	Hotspots	K562	NA	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
LNCap-all.twopass.merge150.wgt10.zgt2.wig	Combined	DNase-seq	NA	LNCaP	Prostate	Hotspots	LNCaP	NA	GSM816637,GSM816634,GSM736565,GSM736603
MCF7-all.twopass.merge150.wgt10.zgt2.wig	Combined	DNase-seq	NA	MCF-7	Breast	Hotspots	MCF-7	NA	GSM816627,GSM1008581,GSM816670,GSM1008565,GSM1008603,GSM1024784,GSM1024783,GSM1024764,GSM1024767,GSM736581,GSM736588
NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	NB4	Blood	Hotspots	NB4	NA	GSM736604,GSM736529
NHA-DS12800.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	NH-A	Nervous	Hotspots	NH-A	NA	GSM736544,GSM736584
NHDF_Ad-DS12863.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	NHDF-Ad	Skin	Hotspots	NHDF-Ad	NA	GSM736567,GSM736520
NHDF_Neo-DS11923.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	NHDF-neo	Skin	Hotspots	NHDF-neo	NA	GSM736498,GSM736546
NHEK-all.twopass.merge150.wgt10.zgt2.wig	Combined	DNase-seq	NA	NHEK	Skin	Hotspots	NHEK	NA	GSM816635,GSM736545,GSM736556
NHLF-DS12829.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	NHLF	Lung	Hotspots	NHLF	NA	GSM736612,GSM736536
NT2_D1-DS14575.hg19.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	NT2-D1	Testis	Hotspots	NT2-D1	NA	GSM1024751,GSM1024795
PANC1-DS9955.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	PANC-1	Pancreas	Hotspots	PANC-1	NA	GSM736517,GSM736519
PrEC-DS12098.hg19.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	PrEC	Prostate	Hotspots	PrEC	NA	GSM1024742,GSM1024743
RPTEC-DS14061.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	RPTEC	Epithelium	Hotspots	RPTEC	NA	GSM736543,GSM736539
RWPE_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	RWPE1	Prostate	Hotspots	RWPE1	NA	GSM1008595
SAEC-DS10518.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	SAEC	Epithelium	Hotspots	SAEC	NA	GSM736608,GSM736617
SkMC-DS11949.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	SKMC	Muscle	Hotspots	SKMC	NA	Lookup
SK_N_MC-DS14408.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	SK-N-MC	Brain	Hotspots	SK-N-MC	NA	GSM736522,GSM736570
SKNSH-DS8482.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	SK-N-SH	Brain	Hotspots	SK-N-SH	NA	GSM1008585
WERI_Rb1-DS13681.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	WERI-Rb-1	Eye	Hotspots	WERI-Rb-1	NA	GSM736495,GSM736636
wgEncodeOpenChromDnase8988tAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	8988T	Liver	Hotspots	8988T	NA	GSM816667
wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	AoSMC	Blood vessel	Hotspots	AoSMC	NA	GSM816638
wgEncodeOpenChromDnaseChorionAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	Chorion	Fetal membrane	Hotspots	Chorion	NA	GSM816628
wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	CLL	Blood	Hotspots	CLL	NA	GSM816664
wgEncodeOpenChromDnaseFibroblAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	Fibrobl	Skin	Hotspots	Fibrobl	NA	GSM816652
wgEncodeOpenChromDnaseFibropAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	FibroP	Skin	Hotspots	FibroP	NA	GSM816626
wgEncodeOpenChromDnaseGlioblaAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	Gliobla	Brain	Hotspots	Gliobla	NA	GSM816668
wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	GM12891	Blood	Hotspots	GM12891	NA	GSM816656
wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	GM12892	Blood	Hotspots	GM12892	NA	GSM816657
wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	GM18507	Blood	Hotspots	GM18507	NA	GSM816653
wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	GM19238	Blood	Hotspots	GM19238	NA	GSM816658
wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	GM19239	Blood	Hotspots	GM19239	NA	GSM816659
wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	GM19240	Blood	Hotspots	GM19240	NA	GSM816648
wgEncodeOpenChromDnaseH9esAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	H9ES	ES Cell	Hotspots	H9ES	NA	GSM816629
wgEncodeOpenChromDnaseHelas3Ifna4hAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	HeLa-S3	Cervix	Hotspots	HeLa-S3	NA	GSM816633,GSM816643,GSM736564,GSM736510
wgEncodeOpenChromDnaseHepatocytesAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	Hepatocytes	Liver	Hotspots	Hepatocytes	NA	GSM816663
wgEncodeOpenChromDnaseHpde6e6e7AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	HPDE6-E6E7	Pancreatic duct	Hotspots	HPDE6-E6E7	NA	GSM816639
wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	HTR8svn	Blastula	Hotspots	HTR8svn	NA	GSM816644
wgEncodeOpenChromDnaseHuh75AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	Huh-7.5	Liver	Hotspots	Huh-7.5	NA	GSM816671
wgEncodeOpenChromDnaseHuh7AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	Huh-7	Liver	Hotspots	Huh-7	NA	GSM816641
wgEncodeOpenChromDnaseIpsAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	iPS	IPS	Hotspots	iPS	NA	GSM816642
wgEncodeOpenChromDnaseLncapAndroAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	LNCaP	Prostate	Hotspots	LNCaP	NA	GSM816637,GSM816634,GSM736565,GSM736603
wgEncodeOpenChromDnaseMcf7HypoxlacAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	MCF-7	Breast	Hotspots	MCF-7	NA	GSM816627,GSM1008581,GSM816670,GSM1008565,GSM1008603,GSM1024784,GSM1024783,GSM1024764,GSM1024767,GSM736581,GSM736588
wgEncodeOpenChromDnaseMedulloAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	Medullo	Brain	Hotspots	Medullo	NA	GSM816636
wgEncodeOpenChromDnaseMelanoAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	Melano	Skin	Hotspots	Melano	NA	GSM816631
wgEncodeOpenChromDnaseMyometrAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	Myometr	Myometrium	Hotspots	Myometr	NA	GSM816630
wgEncodeOpenChromDnaseOsteoblAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	Osteobl	Bone	Hotspots	Osteobl	NA	Lookup
wgEncodeOpenChromDnasePanisdAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	PanIsletD	Pancreas	Hotspots	PanIsletD	NA	GSM816666
wgEncodeOpenChromDnasePanisletsAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	PanIslets	Pancreas	Hotspots	PanIslets	NA	GSM816660
wgEncodeOpenChromDnasePhteAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	pHTE	Epithelium	Hotspots	pHTE	NA	GSM816647
wgEncodeOpenChromDnaseProgfibAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	ProgFib	Skin	Hotspots	ProgFib	NA	GSM816661
wgEncodeOpenChromDnaseStellateAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	Stellate	Liver	Hotspots	Stellate	NA	GSM816672
wgEncodeOpenChromDnaseT47dAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	T-47D	Breast	Hotspots	T-47D	NA	GSM816673,GSM1008576,GSM1024762,GSM1024761
wgEncodeOpenChromDnaseUrotsaAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	Urothelia	Urothelium	Hotspots	Urothelia	NA	GSM1008606,GSM1008605
wgEncodeOpenChromDnaseUrotsaUt189AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	Duke:UNC:UTA	DNase-seq	NA	Urothelia	Urothelium	Hotspots	Urothelia	NA	GSM1008606,GSM1008605
WI_38-DS14315.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	WI-38	Embryonic lung	Hotspots	WI-38	NA	GSM736613,GSM736526,GSM736613,GSM736526
WI_38_TAM-DS14323.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	WI-38	Embryonic lung	Hotspots	WI-38	NA	GSM736613,GSM736526,GSM736613,GSM736526
UW.Breast_vHMEC.ChromatinAccessibility.RM035.DS18406.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Breast_vHMEC.RM035	Breast	Hotspots	Breast_vHMEC	RM035	GSM753973
UW.Breast_vHMEC.ChromatinAccessibility.RM035.DS18438.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	Breast_vHMEC.RM035	Breast	Hotspots	Breast_vHMEC	RM035	GSM753974
UW.CD14_Primary_Cells.ChromatinAccessibility.RO_01689.DS17391.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD14_Primary_Cells.RO_01689+	Blood	Hotspots	CD14	RO_01689+	GSM701503
UW.CD14_Primary_Cells.ChromatinAccessibility.RO_01701.DS17889.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD14_Primary_Cells.RO_01701+	Blood	Hotspots	CD14	RO_01701+	GSM701541
UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01679.DS17186.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD19_Primary_Cells.RO_01679+	Blood	Hotspots	CD19	RO_01679+	GSM701492
UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01689.DS17281.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD19_Primary_Cells.RO_01689+	Blood	Hotspots	CD19	RO_01689+	GSM701493
UW.CD19_Primary_Cells.ChromatinAccessibility.RO_01701.DS17440.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD19_Primary_Cells.RO_01701+	Blood	Hotspots	CD19	RO_01701+	GSM701507
UW.CD20_Primary_Cells.ChromatinAccessibility.RO_01778.DS17371.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD20_Primary_Cells.RO_01778+	Blood	Hotspots	CD20	RO_01778+	GSM701500
UW.CD3_Primary_Cells.ChromatinAccessibility.CB1_1-3-2011.DS17702.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD3_Primary_Cells.CB1_1-3-2011+	Blood	Hotspots	CD3	CB1_1-3-2011+	GSM701525
UW.CD3_Primary_Cells.ChromatinAccessibility.CB6_1-4-2011.DS17706.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD3_Primary_Cells.CB6_1-4-2011+	Blood	Hotspots	CD3	CB6_1-4-2011+	GSM701526
UW.CD3_Primary_Cells.ChromatinAccessibility.RO_01679.DS17198.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD3_Primary_Cells.RO_01679+	Blood	Hotspots	CD3	RO_01679+	GSM665837
UW.CD3_Primary_Cells.ChromatinAccessibility.RO_01701.DS17534.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD3_Primary_Cells.RO_01701+	Blood	Hotspots	CD3	RO_01701+	GSM701516
UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01549.DS15947.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD4_Primary_Cells.RO_01549+	Blood	Hotspots	CD4	RO_01549+	GSM665812
UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01679.DS17212.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD4_Primary_Cells.RO_01679+	Blood	Hotspots	CD4	RO_01679+	GSM665839
UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01689.DS17329.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD4_Primary_Cells.RO_01689+	Blood	Hotspots	CD4	RO_01689+	GSM817166
UW.CD4_Primary_Cells.ChromatinAccessibility.RO_01701.DS17881.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD4_Primary_Cells.RO_01701+	Blood	Hotspots	CD4	RO_01701+	GSM701539
UW.CD56_Primary_Cells.ChromatinAccessibility.RO_01679.DS17189.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD56_Primary_Cells.RO_01679+	Blood	Hotspots	CD56	RO_01679+	GSM665836
UW.CD56_Primary_Cells.ChromatinAccessibility.RO_01701.DS17443.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD56_Primary_Cells.RO_01701+	Blood	Hotspots	CD56	RO_01701+	GSM701508
UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01549.DS16012.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD8_Primary_Cells.RO_01549+	Blood	Hotspots	CD8	RO_01549+	GSM665813
UW.CD8_Primary_Cells.ChromatinAccessibility.RO_01679.DS17203.twopass.merge150.wgt10.zgt2.wig	UW	DNase-seq	NA	CD8_Primary_Cells.RO_01679+	Blood	Hotspots	CD8	RO_01679+	GSM665838
